id,created_at,closed_at,state,comments,title
2105,2020-08-26 08:52:31.000000000,1970-01-01 00:00:00.000000001,open,2,OTA rBoot v. 
2104,2020-08-17 05:30:34.000000000,2020-08-17 13:53:30.000000000,closed,1,App crash - invalid address (28)
2103,2020-08-15 22:52:17.000000000,1970-01-01 00:00:00.000000001,open,2,App crash on SPIFFS when booting rom slot 1
2102,2020-08-13 19:29:24.000000000,2020-08-14 08:15:47.000000000,closed,0,Fix: read the docs documentation
2101,2020-08-12 16:37:35.000000000,2020-08-12 16:50:29.000000000,closed,0,Esp idf documentation fix
2100,2020-08-12 16:00:17.000000000,2020-08-12 16:27:26.000000000,closed,2,Feature: build new SDK 4.0.x libraries on first run.
2099,2020-08-08 11:25:43.000000000,1970-01-01 00:00:00.000000001,open,0,Complex documentation. 
2098,2020-08-06 22:04:14.000000000,1970-01-01 00:00:00.000000001,open,0,ESP8266 WiFi is missing for periods of 20 minutes
2097,2020-08-06 20:29:16.000000000,2020-08-13 17:19:18.000000000,closed,3,[semifix] esp32 Basic_Blink
2096,2020-07-28 15:21:58.000000000,2020-07-28 19:18:18.000000000,closed,0,Ensure SPI buffer writes are strictly 32-bit aligned
2095,2020-07-25 22:12:08.000000000,2020-07-28 19:18:18.000000000,closed,6,GDB corrupts hardware SPI used for SDCard
2094,2020-07-22 19:02:59.000000000,1970-01-01 00:00:00.000000001,open,0,isInputPin always return true in Host mode
2093,2020-07-13 15:17:27.000000000,1970-01-01 00:00:00.000000001,open,0,[WIP] Feature: component hosted
2092,2020-07-09 11:27:26.000000000,2020-07-09 11:42:36.000000000,closed,0,"ModbusHi,"
2091,2020-06-29 20:43:10.000000000,2020-07-19 12:23:06.000000000,closed,1,Fix/sdcard byte order
2090,2020-06-26 17:19:51.000000000,2020-06-26 17:43:49.000000000,closed,0,Fix bug in SPI class
2089,2020-06-26 15:13:25.000000000,2020-06-26 17:43:49.000000000,closed,4,SDCard sample not working with DISABLE_WIFI=1
2088,2020-06-16 18:13:36.000000000,2020-06-17 17:10:57.000000000,closed,0,Restructuring the debugging documentation
2087,2020-06-16 17:38:08.000000000,2020-06-16 18:19:02.000000000,closed,2,Update Windows Host networking support
2086,2020-06-16 11:48:24.000000000,1970-01-01 00:00:00.000000001,open,16,Work-around for our windows CI system.
2085,2020-06-15 17:28:02.000000000,2020-06-16 11:18:11.000000000,closed,0,Added optional parameter to allow changing the max bytes that the htt…
2084,2020-06-11 18:58:49.000000000,2020-06-13 07:20:06.000000000,closed,2,httpClient fail to download the large content
2083,2020-06-06 15:28:22.000000000,2020-06-07 12:59:50.000000000,closed,0,Update/ir lib
2082,2020-06-05 14:55:18.000000000,2020-06-05 15:15:35.000000000,closed,0,Fix Python path in Windows and validate
2081,2020-06-03 20:02:43.000000000,2020-06-04 19:37:58.000000000,closed,0,Feature: Separate CI tests per architecture.
2080,2020-06-03 18:42:50.000000000,2020-06-04 20:03:42.000000000,closed,0,There were multiple reports that the MQTT client publishing is slow.
2079,2020-06-03 00:31:32.000000000,2020-06-23 18:38:36.000000000,closed,3,Sming on FreeBSD
2078,2020-06-02 20:35:37.000000000,2020-06-03 14:18:39.000000000,closed,0,Fix small typo when DEBUG_TCP_EXTENDED is set.
2077,2020-06-02 20:28:36.000000000,2020-06-03 14:18:03.000000000,closed,0,Set the debugging before mounting spiffs. This way we can also see de…
2076,2020-05-24 14:37:06.000000000,2020-06-10 15:19:14.000000000,closed,2,Feature: Initial support for Esp32
