id,created_at,closed_at,state,comments,title
2060,2020-08-31 20:50:49.000000000,1970-01-01 00:00:00.000000001,open,0,Map Maintenance with StreetComplete
2059,2020-08-30 10:44:02.000000000,1970-01-01 00:00:00.000000001,open,0,Content of signs - multiselect possible?
2058,2020-08-29 14:45:04.000000000,2020-08-31 20:43:53.000000000,closed,1,Resurvey cycleway
2057,2020-08-29 14:42:38.000000000,1970-01-01 00:00:00.000000001,open,0,Move Quest.getTitle and Quest.getTitleArgs to the quest forms
2056,2020-08-29 10:44:44.000000000,2020-08-29 14:12:54.000000000,closed,1,connexion error when loading new quests
2055,2020-08-28 09:51:57.000000000,1970-01-01 00:00:00.000000001,open,9,Use the vector drawable support library.
2054,2020-08-28 02:37:58.000000000,1970-01-01 00:00:00.000000001,open,1,Ability to create profiles
2053,2020-08-28 02:37:09.000000000,1970-01-01 00:00:00.000000001,open,0,Split changesets to prevent huge areas
2052,2020-08-27 12:35:22.000000000,2020-08-28 16:32:13.000000000,closed,1,Probably a tangram issue: building=no is rendered
2051,2020-08-26 23:08:39.000000000,1970-01-01 00:00:00.000000001,open,0,Give the users the possibility to mark private ground as such
2050,2020-08-25 12:36:20.000000000,2020-08-25 16:57:39.000000000,closed,1,Ask for extra confirmation if entered name looks like a note text
2049,2020-08-25 07:47:06.000000000,2020-08-25 16:18:02.000000000,closed,2,Use LocationManagerCompat.isLocationEnabled().
2048,2020-08-24 15:31:56.000000000,2020-08-24 15:54:14.000000000,closed,2,Connection error while trying to scan for quests
2047,2020-08-24 03:23:55.000000000,1970-01-01 00:00:00.000000001,open,6,Building type for Cabins
2046,2020-08-23 21:10:07.000000000,2020-08-23 21:14:34.000000000,closed,2,Inconsisten surface quest icons
2045,2020-08-23 20:11:09.000000000,2020-08-29 14:22:27.000000000,closed,18,Resurvey opening hours new
2044,2020-08-23 19:39:20.000000000,2020-08-23 20:39:02.000000000,closed,2,Wheelchair access asked for road
2043,2020-08-23 18:49:49.000000000,2020-08-25 21:23:57.000000000,closed,8,Phone number for restaurants
2042,2020-08-23 15:38:10.000000000,2020-08-23 16:20:50.000000000,closed,11,Connection error while scanning for quests: try again later
2041,2020-08-23 11:35:26.000000000,2020-08-25 21:20:16.000000000,closed,6,Change Map appearance If Question is not on ground floor
2040,2020-08-23 02:35:16.000000000,1970-01-01 00:00:00.000000001,open,4,Adding access to barrier 
2039,2020-08-21 19:04:02.000000000,2020-08-21 21:55:28.000000000,closed,1,Official Gradle Wrapper Validation Action
2038,2020-08-21 04:48:17.000000000,2020-08-25 17:31:27.000000000,closed,11,Use more KTX extensions.
2037,2020-08-20 14:20:04.000000000,1970-01-01 00:00:00.000000001,open,2,House-Level Quest: Use comma and dot key to jump to the next field
2036,2020-08-20 09:50:35.000000000,1970-01-01 00:00:00.000000001,open,7,New quest: is a ramp available?
2035,2020-08-20 07:56:39.000000000,2020-08-20 15:14:53.000000000,closed,10,US Mailbox Check
2034,2020-08-19 20:28:09.000000000,2020-08-19 20:56:53.000000000,closed,4,Standardized cases of changeset comments
2033,2020-08-19 06:10:14.000000000,2020-08-19 21:33:04.000000000,closed,2,Use Compat classes.
2032,2020-08-18 15:49:05.000000000,2020-08-18 17:06:20.000000000,closed,3,Searching for certain quests results in error 
2031,2020-08-18 15:10:26.000000000,1970-01-01 00:00:00.000000001,open,1,Make changes for when the minSdk is set to 21.
2030,2020-08-17 20:05:56.000000000,1970-01-01 00:00:00.000000001,open,25,[WIP] Pedestrian Crossing Island Quest
2029,2020-08-17 07:14:31.000000000,2020-08-19 16:04:22.000000000,closed,5,Use KTX functions.
2028,2020-08-16 17:53:20.000000000,1970-01-01 00:00:00.000000001,open,0,Android Unit Tests broken
2027,2020-08-16 16:54:31.000000000,2020-08-16 17:05:41.000000000,closed,0,Use MutableMap.getOrPut().
2026,2020-08-16 14:43:03.000000000,2020-08-16 15:37:18.000000000,closed,2,Use NotificationCompat.Builder instead of Notification.Builder.
2025,2020-08-16 05:56:12.000000000,2020-08-16 16:29:16.000000000,closed,10,Use Java 8 APIs.
