id,created_at,closed_at,state,comments,title
2019,2020-08-28 23:36:24.000000000,1970-01-01 00:00:00.000000001,open,2,Upgrade juice
2018,2020-08-28 18:23:25.000000000,2020-08-28 18:25:56.000000000,closed,0,Fix 1942
2017,2020-08-26 19:41:51.000000000,1970-01-01 00:00:00.000000001,open,3,Make entire button clickable
2016,2020-08-23 19:37:15.000000000,2020-08-23 23:06:56.000000000,closed,0,repeat_2001_2006 docs-only
2015,2020-08-20 13:03:40.000000000,2020-08-20 13:14:08.000000000,closed,1,remove extra argument in call to borderParser()
2014,2020-08-19 22:39:43.000000000,2020-08-19 23:50:31.000000000,closed,2,mj-divider with a static width (40px or 400px) doesn't adapt on mobile
2013,2020-08-19 00:24:48.000000000,2020-08-19 00:25:29.000000000,closed,0,Next
2012,2020-08-18 23:40:27.000000000,2020-08-19 00:24:20.000000000,closed,0,Explain-mj-title_docs-only
2011,2020-08-18 22:23:28.000000000,2020-08-18 22:51:59.000000000,closed,1,Fix validate command to use the default base directory
2010,2020-08-18 19:42:31.000000000,1970-01-01 00:00:00.000000001,open,2,Dark Mode
2009,2020-08-18 13:34:23.000000000,1970-01-01 00:00:00.000000001,open,0,"added false and """" as enums for full-width"
2008,2020-08-18 12:54:03.000000000,1970-01-01 00:00:00.000000001,open,3,Full width should support an empty string
2007,2020-08-17 22:26:35.000000000,2020-08-17 22:37:41.000000000,closed,1,"mj-column > vertical-alignment: ""middle"" renders like ""top"""
2006,2020-08-15 11:04:28.000000000,2020-08-19 00:25:37.000000000,closed,1,mj-column_inner-border_docs-only
2005,2020-08-13 00:15:24.000000000,2020-08-14 19:04:25.000000000,closed,0,remove_MJML3-in-dependencies.js
2004,2020-08-13 00:01:46.000000000,2020-08-17 11:43:54.000000000,closed,4,feat: also return the mjml json structure
2003,2020-08-12 22:20:26.000000000,2020-08-14 19:05:49.000000000,closed,0,remove_MJML3-line-in-mj-include-docs_docs-only
2002,2020-08-12 21:41:50.000000000,2020-08-14 19:06:17.000000000,closed,0,fix_1995-docs-only; remove MJML3 sentence from docs for mj-text
2001,2020-08-11 06:11:44.000000000,2020-08-19 00:25:36.000000000,closed,1,fix_1987_docs-only; improve doc/components_1.md
2000,2020-08-06 09:01:09.000000000,2020-08-13 00:19:03.000000000,closed,1,Remove mjml3 in dependencies.js
1999,2020-08-06 07:39:56.000000000,2020-08-12 22:24:02.000000000,closed,1,Remove mjml3 line in mj include docs docs only
1998,2020-08-06 01:56:27.000000000,1970-01-01 00:00:00.000000001,open,5,Spacing & Buttons side by side in mobile view  *new to HTML coding*
1997,2020-08-04 06:27:19.000000000,1970-01-01 00:00:00.000000001,open,0,add info from dependencies.js to the documentation pipeline
1996,2020-08-04 03:53:02.000000000,2020-08-12 21:44:00.000000000,closed,1,Fix-1995-docs-only; remove MJML3 sentence from docs for mj-text
1995,2020-08-04 01:14:45.000000000,1970-01-01 00:00:00.000000001,open,0,remove MJML3 sentence from docs for mj-text; docs-only
1994,2020-08-03 13:49:42.000000000,2020-08-03 13:52:09.000000000,closed,1,Lines in the color of body element in the Outlook 2016
1993,2020-08-02 17:15:10.000000000,2020-08-05 11:41:09.000000000,closed,8,Background-url doesn't work as expected
1992,2020-08-01 01:34:33.000000000,2020-08-01 21:55:16.000000000,closed,2,Does the latest MJML support running in the Java Nashorn engine?
1991,2020-07-30 10:41:06.000000000,2020-07-30 13:20:03.000000000,closed,4,inline styles are parsed right-to-left
1990,2020-07-29 17:09:43.000000000,2020-07-29 17:24:32.000000000,closed,1,White Space between three columns
1989,2020-07-29 05:55:51.000000000,2020-08-11 22:05:24.000000000,closed,4,MJML Copy to html emojis are converted to symbols
1988,2020-07-26 20:23:21.000000000,2020-08-11 06:19:36.000000000,closed,1,fix-1987_docs-only improve components_1.md
1987,2020-07-26 19:25:58.000000000,1970-01-01 00:00:00.000000001,open,1,improve grammar and expression in components_1.md (docs-only)
1986,2020-07-25 19:28:06.000000000,1970-01-01 00:00:00.000000001,open,12,mj-section overlapping content in outlook on windows
1985,2020-07-24 14:28:15.000000000,2020-07-26 22:13:48.000000000,closed,17,mj-raw preventing valid table code output of mj-column
1984,2020-07-23 19:28:43.000000000,2020-07-23 20:04:22.000000000,closed,1,Mobile Wrapper Padding Override?
1983,2020-07-23 15:22:54.000000000,2020-08-17 22:58:52.000000000,closed,2,Align items
1982,2020-07-22 22:04:47.000000000,2020-07-23 15:23:07.000000000,closed,3,Outline buttons possible?
1981,2020-07-22 18:57:57.000000000,2020-07-22 22:04:06.000000000,closed,2,Font size via css-class not working on mj-text
1980,2020-07-22 14:15:50.000000000,2020-07-22 18:49:46.000000000,closed,1,Button inner padding 100%
1979,2020-07-21 09:19:12.000000000,2020-07-29 22:21:44.000000000,closed,4,Is there a repository for templates in https://mjml.io/templates ?
1978,2020-07-16 19:25:34.000000000,2020-07-26 22:15:03.000000000,closed,2,MJML API Stripping Preview Text
1977,2020-07-13 21:30:50.000000000,1970-01-01 00:00:00.000000001,open,5,Cannot parse mjml string if node process has no permissions on current directory
1976,2020-07-13 21:09:50.000000000,2020-07-13 21:24:07.000000000,closed,2,How can I add gutters between two columns with a shadow
1975,2020-07-10 16:44:53.000000000,2020-07-10 18:36:57.000000000,closed,3,<mj-image> width is not respected in mobile web view of Outlook.com
1974,2020-07-10 11:02:30.000000000,2020-07-10 13:45:56.000000000,closed,1,Show the html converted code from mjml in outlook
1973,2020-07-10 05:11:04.000000000,2020-07-13 23:38:31.000000000,closed,3,mj-body background-color not applied in ms mail app
1972,2020-07-08 20:28:09.000000000,2020-07-08 21:06:22.000000000,closed,1,css-class is not applied to some elements like mj-button
1971,2020-07-08 18:42:14.000000000,1970-01-01 00:00:00.000000001,open,1,<mj-spacer> rendering issues on Outlook
1970,2020-07-08 17:46:31.000000000,2020-07-08 20:18:12.000000000,closed,9,Cannot find module 'lodash/fp' 
1969,2020-07-07 09:19:41.000000000,2020-07-13 03:10:16.000000000,closed,0,Fix 1967 docs only
1968,2020-07-06 15:42:31.000000000,2020-07-07 20:22:17.000000000,closed,2,Full width mj-button
1967,2020-07-06 00:28:27.000000000,2020-07-13 23:39:06.000000000,closed,5,improve some language in mj-hero docs
1966,2020-07-04 05:01:18.000000000,2020-07-05 23:49:37.000000000,closed,4,zsh: command not found: mjml
1965,2020-07-03 18:01:26.000000000,2020-07-03 19:17:37.000000000,closed,2,"mj-social shows default icons inside mj-container, ignores mj-social-elements"
1964,2020-07-03 16:25:26.000000000,2020-07-03 16:37:46.000000000,closed,1,background image no-repeat not working in outlook
1963,2020-07-02 20:57:06.000000000,2020-07-03 21:33:16.000000000,closed,2,"Background images working with mj-wrapper, but not with mj-hero on Outlook 2007 - 2016, 365"
1962,2020-07-01 15:57:27.000000000,2020-07-10 13:53:49.000000000,closed,2,allow mjml-section to have a width
1961,2020-07-01 15:34:00.000000000,2020-07-01 15:57:39.000000000,closed,1,"mjml-group, mjml-column don't support backgroundUrl"
1960,2020-07-01 13:10:48.000000000,2020-07-01 17:28:26.000000000,closed,9,MJML Column - Styles not applied to all generated divs
1959,2020-07-01 12:36:49.000000000,2020-07-01 17:30:41.000000000,closed,3,Generated HTML tags sometimes being split over multiple lines by email clients
1958,2020-06-28 21:28:37.000000000,1970-01-01 00:00:00.000000001,open,0,fix conditional comment for meta tag in skeleton
1957,2020-06-27 00:15:09.000000000,2020-07-06 01:03:08.000000000,closed,1,chore: include directory for monorepo packages
1956,2020-06-25 13:57:05.000000000,2020-07-01 16:06:48.000000000,closed,1,Switch Image for different viewports
1955,2020-06-23 18:28:47.000000000,1970-01-01 00:00:00.000000001,open,3,Allow not defaulting MjmlText color
1954,2020-06-23 18:13:48.000000000,2020-06-24 11:55:52.000000000,closed,1,Outlook-Styles do not work
1953,2020-06-22 10:37:20.000000000,2020-06-22 10:38:13.000000000,closed,0,Mjml modification
1952,2020-06-21 16:47:31.000000000,2020-06-24 18:22:19.000000000,closed,1,Replace .npmignore with files field
1951,2020-06-21 16:07:29.000000000,2020-06-22 02:36:16.000000000,closed,3,Create webstorm plugin
1950,2020-06-21 15:56:17.000000000,1970-01-01 00:00:00.000000001,open,5,Add mjml-preset package
1949,2020-06-21 05:28:09.000000000,2020-06-22 02:32:42.000000000,closed,1,fix #1948 substitute a better word; documentation only.
1948,2020-06-21 04:43:35.000000000,2020-06-22 02:32:44.000000000,closed,0,substitute a better word; documentation only
1947,2020-06-20 18:53:53.000000000,1970-01-01 00:00:00.000000001,open,3,Roadmap v5
1946,2020-06-20 16:02:09.000000000,2020-08-28 19:11:38.000000000,closed,3,Upgrade yargs and drop commander
1945,2020-06-18 15:59:50.000000000,2020-06-18 16:24:52.000000000,closed,3,html empty-element tags show error in UI
1944,2020-06-17 19:51:30.000000000,2020-06-18 16:28:03.000000000,closed,1,Unexplained gap between sections.
1943,2020-06-16 17:23:58.000000000,1970-01-01 00:00:00.000000001,open,1,Fix #1829; Applied preview text hack to <mj-preview> tag.
1942,2020-06-16 04:32:16.000000000,2020-08-28 18:25:57.000000000,closed,1,mj-html-attribute has trailing </link></meta> 
1941,2020-06-16 03:05:31.000000000,2020-07-06 01:03:44.000000000,closed,1,Fix for empty attributes on beta 1
1940,2020-06-09 23:07:45.000000000,1970-01-01 00:00:00.000000001,open,5,Feat: upgrade dependencies
1939,2020-06-09 17:40:03.000000000,1970-01-01 00:00:00.000000001,open,0,MjImage: border-left/top/right/bottom does not work
1938,2020-06-09 16:41:18.000000000,1970-01-01 00:00:00.000000001,open,1,Typo in the documentation on MJML API
1937,2020-06-07 14:28:30.000000000,2020-06-08 16:33:44.000000000,closed,2,Avoid mixing commonjs and es modules
1936,2020-06-07 08:25:11.000000000,1970-01-01 00:00:00.000000001,open,1,Alignment for mj-group
1935,2020-06-06 01:20:52.000000000,1970-01-01 00:00:00.000000001,open,1,Allow cumulative css-class from mj-tag default attributes and css-class on components
1934,2020-06-04 22:09:37.000000000,2020-06-04 22:21:29.000000000,closed,1,Fluid height backgrounds don't work in Outlook
1933,2020-06-04 05:15:06.000000000,1970-01-01 00:00:00.000000001,open,2,Image path with nested mjml components?
1932,2020-06-02 17:39:43.000000000,2020-06-02 17:55:09.000000000,closed,1,Enables the mjml renderer to receive a userContext object that is available to all components on rendering
1931,2020-06-01 15:23:03.000000000,2020-06-01 22:51:01.000000000,closed,5,Column with vertical-align:middle only works if highest column has va:middle
1930,2020-05-31 05:14:51.000000000,2020-06-01 20:25:30.000000000,closed,0,fix #1834 #1928 Add comment about mj-column widths exceeding mj-section width
1929,2020-05-29 19:35:15.000000000,1970-01-01 00:00:00.000000001,open,3,Ability to add raw HTML to head from BodyComponent
1928,2020-05-29 17:14:29.000000000,2020-05-29 17:23:50.000000000,closed,5,Columns are always in one line in Outlook
1927,2020-05-29 16:52:01.000000000,2020-06-01 22:53:36.000000000,closed,2,Application OUTLOOK 2013 and Other Versions
1926,2020-05-29 13:47:20.000000000,2020-05-29 13:56:22.000000000,closed,1,Variable issue permalink not enable
1925,2020-05-28 12:47:00.000000000,2020-05-28 13:14:42.000000000,closed,0,Add Github Action to trigger documentation build
1924,2020-05-28 06:11:04.000000000,2020-05-28 18:30:09.000000000,closed,4,Google Fonts not rendering some iOS clients?
1923,2020-05-28 00:23:42.000000000,2020-05-29 12:46:43.000000000,closed,1,fix: resolve some merge conflicts and eslint errors
1922,2020-05-27 22:04:13.000000000,2020-05-27 22:05:57.000000000,closed,0,Next
1921,2020-05-27 00:59:25.000000000,2020-05-27 01:10:25.000000000,closed,1,Margin cannot be overwritten
1920,2020-05-26 19:59:13.000000000,2020-05-26 22:19:29.000000000,closed,1,Embed Video
1919,2020-05-26 08:54:24.000000000,2020-06-01 20:25:47.000000000,closed,0,Add doc for mjml-qr-code community component
1918,2020-05-26 00:08:24.000000000,2020-05-27 01:28:45.000000000,closed,1,Automatically normalize lodash imports
1917,2020-05-25 23:15:09.000000000,2020-05-25 23:57:12.000000000,closed,0,Fix mjml-migrate dependencies links
1916,2020-05-24 18:33:55.000000000,2020-05-27 01:26:55.000000000,closed,5,Feat: add sizes and srcset attributs to mj-social-element and mj-image
1915,2020-05-21 05:33:58.000000000,2020-05-27 01:28:14.000000000,closed,1,change to new twitter share link
1914,2020-05-19 09:11:56.000000000,2020-05-20 12:27:31.000000000,closed,0,font-style in the docs but not in the code
1913,2020-05-18 17:40:26.000000000,2020-05-18 17:51:36.000000000,closed,6,<!-- 96 is added before message text
1912,2020-05-18 04:55:55.000000000,2020-05-27 01:29:03.000000000,closed,1,Wrong default value for padding on mj-navbar-link
1911,2020-05-18 02:45:51.000000000,2020-08-18 22:51:59.000000000,closed,1,CLI: --validate doesn't use the same base directory
1910,2020-05-17 19:35:45.000000000,2020-05-17 19:53:16.000000000,closed,3,border-radius does not apply to mj-column or mj-section border
1909,2020-05-17 19:22:20.000000000,2020-06-02 16:50:19.000000000,closed,7,feat: drop node 8 and use github actions
1908,2020-05-16 14:03:09.000000000,2020-05-17 19:55:08.000000000,closed,0,feat: add jetbrains IDE files to the gitignore file
1907,2020-05-16 13:57:08.000000000,2020-06-09 22:57:33.000000000,closed,8,feat: update eslint and prettier
1906,2020-05-15 10:17:35.000000000,2020-05-17 19:54:29.000000000,closed,2,not able to see images in outlook at reciving side
1905,2020-05-14 18:58:43.000000000,1970-01-01 00:00:00.000000001,open,10,@babel/runtime dep missing for top-level mjml package
1904,2020-05-14 12:30:31.000000000,2020-05-27 01:33:53.000000000,closed,2,fix wrapper docs for background-url
1903,2020-05-12 22:00:49.000000000,2020-05-12 22:01:48.000000000,closed,0,release into next
1902,2020-05-11 21:10:28.000000000,2020-05-27 01:34:04.000000000,closed,0,Body width must be defined in px instead of %
1901,2020-05-11 21:01:42.000000000,2020-05-11 21:08:48.000000000,closed,1,Image container width is wrong when we set body width to 100%
1900,2020-05-11 16:42:43.000000000,2020-05-27 01:34:41.000000000,closed,0,Fix 1883
1899,2020-05-10 22:58:14.000000000,2020-05-27 01:37:45.000000000,closed,4,<= character breaks parser
1898,2020-05-10 09:04:40.000000000,2020-05-10 14:39:19.000000000,closed,0,"fix #1897, remove ""vertical-align"" for mj-wrapper, docs-only"
1897,2020-05-10 08:32:44.000000000,2020-05-10 14:39:34.000000000,closed,0,"remove ""vertical-align"" for mj-wrapper"
1896,2020-05-08 22:21:28.000000000,1970-01-01 00:00:00.000000001,open,4,Social elements not rendered horizontally on Outlook mobile web client
1895,2020-05-05 19:35:31.000000000,2020-05-05 19:52:13.000000000,closed,4,Error: Cannot find module 'lodash.map' from Cheerio
1894,2020-05-04 18:32:18.000000000,2020-05-04 18:52:21.000000000,closed,1,Double hyphen within comment: <!--[if !mso]><!
1893,2020-05-04 00:19:44.000000000,2020-05-04 01:43:31.000000000,closed,5,How to correctly load local font
1892,2020-05-01 19:15:36.000000000,2020-05-04 18:53:17.000000000,closed,2,How to add a circle element with an inner icon image.
1891,2020-05-01 16:28:12.000000000,1970-01-01 00:00:00.000000001,open,2,"Support borderTop, borderBottom, etc... on mjml-image"
1890,2020-04-30 12:48:39.000000000,2020-04-30 13:54:26.000000000,closed,0,"fix-1889, `mj-button` attribute table lacks an entry for `letter-spacing`"
1889,2020-04-30 12:19:58.000000000,2020-04-30 13:54:44.000000000,closed,0,`mj-button` attribute table lacks an entry for `letter-spacing`
1888,2020-04-28 20:48:38.000000000,2020-05-04 18:53:37.000000000,closed,2,ALT on mj-social-element in thunderbird
1887,2020-04-28 16:16:14.000000000,2020-05-27 01:30:20.000000000,closed,0,missing documentation
1886,2020-04-27 17:54:04.000000000,2020-05-05 19:52:33.000000000,closed,3,Expose ignoreIncludes as an option for mjml2html
1885,2020-04-23 15:21:23.000000000,2020-04-23 15:52:08.000000000,closed,1,Fully clickable button with changing width
1884,2020-04-23 14:12:32.000000000,2020-04-23 16:21:49.000000000,closed,2,Empty HTML comments.
1883,2020-04-22 19:37:12.000000000,2020-05-27 22:05:58.000000000,closed,0,Add letter-spacing attribute to mjml-navbar-link
1882,2020-04-22 15:02:43.000000000,2020-04-22 17:52:32.000000000,closed,4,Link to the selector with Mj-navbar-link  crash Thunderbird
1881,2020-04-21 14:39:19.000000000,2020-04-21 15:25:04.000000000,closed,1,Color attribute for wrapper components
1880,2020-04-11 23:15:05.000000000,2020-04-13 01:25:21.000000000,closed,1,MJML3 to MJML4
1879,2020-04-08 14:03:25.000000000,2020-04-08 21:55:31.000000000,closed,1,Reset custom components registered
1878,2020-04-06 22:50:15.000000000,2020-04-29 19:51:25.000000000,closed,4,Stick with single lodash import style
1877,2020-04-06 20:33:08.000000000,2020-05-27 21:09:45.000000000,closed,2,Background images size
1876,2020-04-03 23:59:35.000000000,2020-04-23 15:58:25.000000000,closed,1,add support for vertical-align to social-element
1875,2020-04-02 23:46:15.000000000,2020-04-03 02:31:54.000000000,closed,1,`mj-body` naming looks wrong in docs
1874,2020-04-02 16:24:30.000000000,2020-04-16 17:33:42.000000000,closed,1,Win 10 Chrome Gmail not presenting images 
1873,2020-04-01 21:06:51.000000000,2020-04-01 21:34:46.000000000,closed,2,How to include LinkedIn company in social media
1872,2020-03-31 15:53:52.000000000,2020-03-31 16:20:34.000000000,closed,3,Including a css file
1871,2020-03-31 08:40:53.000000000,2020-03-31 16:23:29.000000000,closed,1,Mobile column custom responsive 
1870,2020-03-26 13:00:12.000000000,2020-04-13 02:13:14.000000000,closed,2,Watching Directory Issue
1869,2020-03-19 18:58:35.000000000,2020-04-13 02:13:49.000000000,closed,9,Curly braces inside css values get clobbered
1868,2020-03-19 03:03:51.000000000,2020-03-19 03:45:28.000000000,closed,1,Background image on a mj-section does not work on Mail Win10
1867,2020-03-19 01:24:12.000000000,2020-03-19 01:42:44.000000000,closed,2,mj-button does not align in the center where is a background image
1866,2020-03-18 21:17:04.000000000,2020-03-18 21:38:00.000000000,closed,2,Attribute vertical-align is illegal via API
1865,2020-03-18 13:29:46.000000000,2020-03-18 17:17:32.000000000,closed,2,Wrong button color with href
1864,2020-03-13 20:18:46.000000000,2020-03-13 20:18:59.000000000,closed,0,release commit
